,Methods,Protein length,tmscore
84615,RFdiffusion,100,0.42252
84616,RFdiffusion,100,0.42746
84617,RFdiffusion,100,0.37376
84618,RFdiffusion,100,0.32793
84619,RFdiffusion,100,0.36669
84620,RFdiffusion,100,0.32634
84621,RFdiffusion,100,0.38896
84622,RFdiffusion,100,0.31611
84623,RFdiffusion,100,0.55607
84624,RFdiffusion,100,0.39815
84625,RFdiffusion,100,0.43645
84626,RFdiffusion,100,0.41728
84627,RFdiffusion,100,0.3656
84628,RFdiffusion,100,0.34399
84629,RFdiffusion,100,0.34178
84630,RFdiffusion,100,0.36186
84631,RFdiffusion,100,0.37083
84632,RFdiffusion,100,0.3715
84633,RFdiffusion,100,0.37157
84634,RFdiffusion,100,0.41089
84635,RFdiffusion,100,0.43193
84636,RFdiffusion,100,0.728
84637,RFdiffusion,100,0.35693
84638,RFdiffusion,100,0.35544
84639,RFdiffusion,100,0.4323
84640,RFdiffusion,100,0.49669
84641,RFdiffusion,100,0.3059
84642,RFdiffusion,100,0.3585
84643,RFdiffusion,100,0.46448
84644,RFdiffusion,100,0.35842
84645,RFdiffusion,100,0.47834
84646,RFdiffusion,100,0.40624
84647,RFdiffusion,100,0.36155
84648,RFdiffusion,100,0.37914
84649,RFdiffusion,100,0.51072
84650,RFdiffusion,100,0.50642
84651,RFdiffusion,100,0.39407
84652,RFdiffusion,100,0.43359
84653,RFdiffusion,100,0.49577
84654,RFdiffusion,100,0.34845
84655,RFdiffusion,100,0.37146
84656,RFdiffusion,100,0.4718
84657,RFdiffusion,100,0.44286
84658,RFdiffusion,100,0.38643
84659,RFdiffusion,100,0.33232
84660,RFdiffusion,100,0.38811
84661,RFdiffusion,100,0.40382
84662,RFdiffusion,100,0.40803
84663,RFdiffusion,100,0.3539
84664,RFdiffusion,100,0.39816
84665,RFdiffusion,100,0.43704
84666,RFdiffusion,100,0.34423
84667,RFdiffusion,100,0.41099
84668,RFdiffusion,100,0.3988
84669,RFdiffusion,100,0.37391
84670,RFdiffusion,100,0.48088
84671,RFdiffusion,100,0.34897
84672,RFdiffusion,100,0.35714
84673,RFdiffusion,100,0.34106
84674,RFdiffusion,100,0.27744
84675,RFdiffusion,100,0.38409
84676,RFdiffusion,100,0.44036
84677,RFdiffusion,100,0.36097
84678,RFdiffusion,100,0.45013
84679,RFdiffusion,100,0.36322
84680,RFdiffusion,100,0.37772
84681,RFdiffusion,100,0.38927
84682,RFdiffusion,100,0.50656
84683,RFdiffusion,100,0.48587
84684,RFdiffusion,100,0.41027
84685,RFdiffusion,100,0.46242
84686,RFdiffusion,100,0.41898
84687,RFdiffusion,100,0.41715
84688,RFdiffusion,100,0.40613
84689,RFdiffusion,100,0.36238
84690,RFdiffusion,100,0.31917
84691,RFdiffusion,100,0.44482
84692,RFdiffusion,100,0.51915
84693,RFdiffusion,100,0.50638
84694,RFdiffusion,100,0.34955
84695,RFdiffusion,100,0.49631
84696,RFdiffusion,100,0.35515
84697,RFdiffusion,100,0.68736
84698,RFdiffusion,100,0.39984
84699,RFdiffusion,100,0.33265
84700,RFdiffusion,100,0.32393
84701,RFdiffusion,100,0.29088
84702,RFdiffusion,100,0.54115
84703,RFdiffusion,100,0.44946
84704,RFdiffusion,100,0.45177
84705,RFdiffusion,100,0.34653
84706,RFdiffusion,100,0.44406
84707,RFdiffusion,100,0.38294
84708,RFdiffusion,100,0.40386
84709,RFdiffusion,100,0.38654
84710,RFdiffusion,100,0.39584
84711,RFdiffusion,100,0.37566
84712,RFdiffusion,100,0.34467
84713,RFdiffusion,100,0.4663
84714,RFdiffusion,100,0.43979
84715,RFdiffusion,100,0.35904
84716,RFdiffusion,100,0.36162
84717,RFdiffusion,100,0.38924
84718,RFdiffusion,100,0.70999
84719,RFdiffusion,100,0.5106
84720,RFdiffusion,100,0.62968
84721,RFdiffusion,100,0.42686
84722,RFdiffusion,100,0.4362
84723,RFdiffusion,100,0.50476
84724,RFdiffusion,100,0.34752
84725,RFdiffusion,100,0.4314
84726,RFdiffusion,100,0.65244
84727,RFdiffusion,100,0.39951
84728,RFdiffusion,100,0.35261
84729,RFdiffusion,100,0.42796
84730,RFdiffusion,100,0.33871
84731,RFdiffusion,100,0.42115
84732,RFdiffusion,100,0.44305
84733,RFdiffusion,100,0.45973
84734,RFdiffusion,100,0.30557
84735,RFdiffusion,100,0.42839
84736,RFdiffusion,100,0.44085
84737,RFdiffusion,100,0.39974
84738,RFdiffusion,100,0.50633
84739,RFdiffusion,100,0.36027
84740,RFdiffusion,100,0.38482
84741,RFdiffusion,100,0.38898
84742,RFdiffusion,100,0.43924
84743,RFdiffusion,100,0.34992
84744,RFdiffusion,100,0.37609
84745,RFdiffusion,100,0.4077
84746,RFdiffusion,100,0.3855
84747,RFdiffusion,100,0.41641
84748,RFdiffusion,100,0.41662
84749,RFdiffusion,100,0.48245
84750,RFdiffusion,100,0.63757
84751,RFdiffusion,100,0.48904
84752,RFdiffusion,100,0.39484
84753,RFdiffusion,100,0.36918
84754,RFdiffusion,100,0.42988
84755,RFdiffusion,100,0.40775
84756,RFdiffusion,100,0.45305
84757,RFdiffusion,100,0.3428
84758,RFdiffusion,100,0.4328
84759,RFdiffusion,100,0.55251
84760,RFdiffusion,100,0.37787
84761,RFdiffusion,100,0.45428
84762,RFdiffusion,100,0.50138
84763,RFdiffusion,100,0.39914
84764,RFdiffusion,100,0.3903
84765,RFdiffusion,100,0.45912
84766,RFdiffusion,100,0.43801
84767,RFdiffusion,100,0.33909
84768,RFdiffusion,100,0.33461
84769,RFdiffusion,100,0.46606
84770,RFdiffusion,100,0.45477
84771,RFdiffusion,100,0.41552
84772,RFdiffusion,100,0.37906
84773,RFdiffusion,100,0.26607
84774,RFdiffusion,100,0.37027
84775,RFdiffusion,100,0.39924
84776,RFdiffusion,100,0.39774
84777,RFdiffusion,100,0.54188
84778,RFdiffusion,100,0.32223
84779,RFdiffusion,100,0.48583
84780,RFdiffusion,100,0.38726
84781,RFdiffusion,100,0.44068
84782,RFdiffusion,100,0.57671
84783,RFdiffusion,100,0.45707
84784,RFdiffusion,100,0.38383
84785,RFdiffusion,100,0.47039
84786,RFdiffusion,100,0.40437
84787,RFdiffusion,100,0.37241
84788,RFdiffusion,100,0.43597
84789,RFdiffusion,100,0.36223
84790,RFdiffusion,100,0.45358
84791,RFdiffusion,100,0.42345
84792,RFdiffusion,100,0.37533
84793,RFdiffusion,100,0.3465
84794,RFdiffusion,100,0.4212
84795,RFdiffusion,100,0.39528
84796,RFdiffusion,100,0.3862
84797,RFdiffusion,100,0.41902
84798,RFdiffusion,100,0.437
84799,RFdiffusion,100,0.39428
84800,RFdiffusion,100,0.51396
84801,RFdiffusion,100,0.40664
84802,RFdiffusion,100,0.3844
84803,RFdiffusion,100,0.55324
84804,RFdiffusion,100,0.43642
84805,RFdiffusion,100,0.3159
84806,RFdiffusion,100,0.41783
84807,RFdiffusion,100,0.40177
84808,RFdiffusion,100,0.33167
84809,RFdiffusion,100,0.31456
84810,RFdiffusion,100,0.40316
84811,RFdiffusion,100,0.38128
84812,RFdiffusion,100,0.38557
84813,RFdiffusion,100,0.56999
84814,RFdiffusion,100,0.41595
84815,RFdiffusion,100,0.38308
84816,RFdiffusion,100,0.35343
84817,RFdiffusion,100,0.51259
84818,RFdiffusion,100,0.47397
84819,RFdiffusion,100,0.47278
84820,RFdiffusion,100,0.45699
84821,RFdiffusion,100,0.38681
84822,RFdiffusion,100,0.33411
84823,RFdiffusion,100,0.35146
84824,RFdiffusion,100,0.44717
84825,RFdiffusion,100,0.54065
84826,RFdiffusion,100,0.31264
84827,RFdiffusion,100,0.41526
84828,RFdiffusion,100,0.4818
84829,RFdiffusion,100,0.45439
84830,RFdiffusion,100,0.53336
84831,RFdiffusion,100,0.40342
84832,RFdiffusion,100,0.35763
84833,RFdiffusion,100,0.422
84834,RFdiffusion,100,0.43288
84835,RFdiffusion,100,0.53191
84836,RFdiffusion,100,0.39826
84837,RFdiffusion,100,0.46676
84838,RFdiffusion,100,0.4902
84839,RFdiffusion,100,0.32515
84840,RFdiffusion,100,0.41164
84841,RFdiffusion,100,0.54532
84842,RFdiffusion,100,0.44414
84843,RFdiffusion,100,0.42454
84844,RFdiffusion,100,0.35332
84845,RFdiffusion,100,0.39019
84846,RFdiffusion,100,0.45323
84847,RFdiffusion,100,0.48907
84848,RFdiffusion,100,0.3748
84849,RFdiffusion,100,0.46341
84850,RFdiffusion,100,0.5055
84851,RFdiffusion,100,0.39619
84852,RFdiffusion,100,0.43839
84853,RFdiffusion,100,0.42071
84854,RFdiffusion,100,0.40339
84855,RFdiffusion,100,0.53529
84856,RFdiffusion,100,0.38318
84857,RFdiffusion,100,0.36475
84858,RFdiffusion,100,0.32654
84859,RFdiffusion,100,0.28499
84860,RFdiffusion,100,0.43756
84861,RFdiffusion,100,0.46986
84862,RFdiffusion,100,0.39069
84863,RFdiffusion,100,0.51569
84864,RFdiffusion,100,0.34512
84865,RFdiffusion,100,0.34156
84866,RFdiffusion,100,0.43648
84867,RFdiffusion,100,0.51465
84868,RFdiffusion,100,0.55507
84869,RFdiffusion,100,0.3926
84870,RFdiffusion,100,0.43399
84871,RFdiffusion,100,0.46441
84872,RFdiffusion,100,0.38968
84873,RFdiffusion,100,0.43222
84874,RFdiffusion,100,0.39799
84875,RFdiffusion,100,0.34899
84876,RFdiffusion,100,0.44901
84877,RFdiffusion,100,0.65037
84878,RFdiffusion,100,0.51242
84879,RFdiffusion,100,0.3428
84880,RFdiffusion,100,0.51231
84881,RFdiffusion,100,0.39363
84882,RFdiffusion,100,0.84353
84883,RFdiffusion,100,0.40235
84884,RFdiffusion,100,0.38563
84885,RFdiffusion,100,0.34716
84886,RFdiffusion,100,0.31593
84887,RFdiffusion,100,0.50722
84888,RFdiffusion,100,0.55115
84889,RFdiffusion,100,0.46638
84890,RFdiffusion,100,0.36973
84891,RFdiffusion,100,0.473
84892,RFdiffusion,100,0.44834
84893,RFdiffusion,100,0.41687
84894,RFdiffusion,100,0.40911
84895,RFdiffusion,100,0.39903
84896,RFdiffusion,100,0.39522
84897,RFdiffusion,100,0.33004
84898,RFdiffusion,100,0.50407
84899,RFdiffusion,100,0.47314
84900,RFdiffusion,100,0.37189
84901,RFdiffusion,100,0.35978
84902,RFdiffusion,100,0.41446
84903,RFdiffusion,100,0.75317
84904,RFdiffusion,100,0.53972
84905,RFdiffusion,100,0.56739
84906,RFdiffusion,100,0.41661
84907,RFdiffusion,100,0.5039
84908,RFdiffusion,100,0.5142
84909,RFdiffusion,100,0.38696
84910,RFdiffusion,100,0.47312
84911,RFdiffusion,100,0.69079
84912,RFdiffusion,100,0.46287
84913,RFdiffusion,100,0.38472
84914,RFdiffusion,100,0.38515
84915,RFdiffusion,100,0.33444
84916,RFdiffusion,100,0.39224
84917,RFdiffusion,100,0.44391
84918,RFdiffusion,100,0.34263
84919,RFdiffusion,100,0.40328
84920,RFdiffusion,100,0.33116
84921,RFdiffusion,100,0.40814
84922,RFdiffusion,100,0.34076
84923,RFdiffusion,100,0.41592
84924,RFdiffusion,100,0.41061
84925,RFdiffusion,100,0.37617
84926,RFdiffusion,100,0.31968
84927,RFdiffusion,100,0.39048
84928,RFdiffusion,100,0.38268
84929,RFdiffusion,100,0.33431
84930,RFdiffusion,100,0.37349
84931,RFdiffusion,100,0.37303
84932,RFdiffusion,100,0.45223
84933,RFdiffusion,100,0.41993
84934,RFdiffusion,100,0.39975
84935,RFdiffusion,100,0.38756
84936,RFdiffusion,100,0.38912
84937,RFdiffusion,100,0.55151
84938,RFdiffusion,100,0.36538
84939,RFdiffusion,100,0.39161
84940,RFdiffusion,100,0.38098
84941,RFdiffusion,100,0.39003
84942,RFdiffusion,100,0.39496
84943,RFdiffusion,100,0.37082
84944,RFdiffusion,100,0.47091
84945,RFdiffusion,100,0.42102
84946,RFdiffusion,100,0.31419
84947,RFdiffusion,100,0.39842
84948,RFdiffusion,100,0.44522
84949,RFdiffusion,100,0.44881
84950,RFdiffusion,100,0.39872
84951,RFdiffusion,100,0.34102
84952,RFdiffusion,100,0.33077
84953,RFdiffusion,100,0.42491
84954,RFdiffusion,100,0.44192
84955,RFdiffusion,100,0.37125
84956,RFdiffusion,100,0.41754
84957,RFdiffusion,100,0.45969
84958,RFdiffusion,100,0.35454
84959,RFdiffusion,100,0.36865
84960,RFdiffusion,100,0.36923
84961,RFdiffusion,100,0.31292
84962,RFdiffusion,100,0.3357
84963,RFdiffusion,100,0.32241
84964,RFdiffusion,100,0.46956
84965,RFdiffusion,100,0.33895
84966,RFdiffusion,100,0.55105
84967,RFdiffusion,100,0.3605
84968,RFdiffusion,100,0.36298
84969,RFdiffusion,100,0.35076
84970,RFdiffusion,100,0.34096
84971,RFdiffusion,100,0.32743
84972,RFdiffusion,100,0.43143
84973,RFdiffusion,100,0.37787
84974,RFdiffusion,100,0.38277
84975,RFdiffusion,100,0.33772
84976,RFdiffusion,100,0.35323
84977,RFdiffusion,100,0.35499
84978,RFdiffusion,100,0.40869
84979,RFdiffusion,100,0.37465
84980,RFdiffusion,100,0.40388
84981,RFdiffusion,100,0.43373
84982,RFdiffusion,100,0.36397
84983,RFdiffusion,100,0.42405
84984,RFdiffusion,100,0.45653
84985,RFdiffusion,100,0.39238
84986,RFdiffusion,100,0.31763
84987,RFdiffusion,100,0.40443
84988,RFdiffusion,100,0.33317
84989,RFdiffusion,100,0.35131
84990,RFdiffusion,100,0.32686
84991,RFdiffusion,100,0.37148
84992,RFdiffusion,100,0.32574
84993,RFdiffusion,100,0.43409
84994,RFdiffusion,100,0.35332
84995,RFdiffusion,100,0.41638
84996,RFdiffusion,100,0.32136
84997,RFdiffusion,100,0.44592
84998,RFdiffusion,100,0.31785
84999,RFdiffusion,100,0.35128
85000,RFdiffusion,100,0.32768
85001,RFdiffusion,100,0.43232
85002,RFdiffusion,100,0.39991
85003,RFdiffusion,100,0.34059
85004,RFdiffusion,100,0.38043
85005,RFdiffusion,100,0.37308
85006,RFdiffusion,100,0.39968
85007,RFdiffusion,100,0.37212
85008,RFdiffusion,100,0.32612
85009,RFdiffusion,100,0.32712
85010,RFdiffusion,100,0.36702
85011,RFdiffusion,100,0.418
85012,RFdiffusion,100,0.39029
85013,RFdiffusion,100,0.63282
85014,RFdiffusion,100,0.36111
85015,RFdiffusion,100,0.42034
85016,RFdiffusion,100,0.33531
85017,RFdiffusion,100,0.35245
85018,RFdiffusion,100,0.35948
85019,RFdiffusion,100,0.35639
85020,RFdiffusion,100,0.36795
85021,RFdiffusion,100,0.2698
85022,RFdiffusion,100,0.44011
85023,RFdiffusion,100,0.38224
85024,RFdiffusion,100,0.34098
85025,RFdiffusion,100,0.33943
85026,RFdiffusion,100,0.3703
85027,RFdiffusion,100,0.41087
85028,RFdiffusion,100,0.41839
85029,RFdiffusion,100,0.33671
85030,RFdiffusion,100,0.50738
85031,RFdiffusion,100,0.44135
85032,RFdiffusion,100,0.41946
85033,RFdiffusion,100,0.39197
85034,RFdiffusion,100,0.45059
85035,RFdiffusion,100,0.36478
85036,RFdiffusion,100,0.36137
85037,RFdiffusion,100,0.38128
85038,RFdiffusion,100,0.49224
85039,RFdiffusion,100,0.4974
85040,RFdiffusion,100,0.279
85041,RFdiffusion,100,0.38307
85042,RFdiffusion,100,0.36132
85043,RFdiffusion,100,0.42317
85044,RFdiffusion,100,0.41409
85045,RFdiffusion,100,0.40911
85046,RFdiffusion,100,0.32207
85047,RFdiffusion,100,0.53292
85048,RFdiffusion,100,0.35254
85049,RFdiffusion,100,0.34761
85050,RFdiffusion,100,0.49792
85051,RFdiffusion,100,0.3855
85052,RFdiffusion,100,0.36346
85053,RFdiffusion,100,0.41122
85054,RFdiffusion,100,0.39049
85055,RFdiffusion,100,0.36218
85056,RFdiffusion,100,0.42687
85057,RFdiffusion,100,0.41433
85058,RFdiffusion,100,0.38737
85059,RFdiffusion,100,0.36385
85060,RFdiffusion,100,0.55982
85061,RFdiffusion,100,0.3856
85062,RFdiffusion,100,0.37915
85063,RFdiffusion,100,0.35638
85064,RFdiffusion,100,0.38584
85065,RFdiffusion,100,0.36972
85066,RFdiffusion,100,0.40967
85067,RFdiffusion,100,0.35164
85068,RFdiffusion,100,0.32185
85069,RFdiffusion,100,0.4435
85070,RFdiffusion,100,0.39324
85071,RFdiffusion,100,0.57389
85072,RFdiffusion,100,0.35551
85073,RFdiffusion,100,0.36277
85074,RFdiffusion,100,0.49068
85075,RFdiffusion,100,0.34279
85076,RFdiffusion,100,0.40077
85077,RFdiffusion,100,0.41041
85078,RFdiffusion,100,0.41721
85079,RFdiffusion,100,0.35163
85080,RFdiffusion,100,0.41242
85081,RFdiffusion,100,0.36782
85082,RFdiffusion,100,0.36218
85083,RFdiffusion,100,0.43892
85084,RFdiffusion,100,0.39678
85085,RFdiffusion,100,0.35727
85086,RFdiffusion,100,0.34001
85087,RFdiffusion,100,0.40656
85088,RFdiffusion,100,0.33464
85089,RFdiffusion,100,0.36425
85090,RFdiffusion,100,0.34232
85091,RFdiffusion,100,0.39702
85092,RFdiffusion,100,0.37127
85093,RFdiffusion,100,0.38819
85094,RFdiffusion,100,0.3372
85095,RFdiffusion,100,0.40837
85096,RFdiffusion,100,0.36531
85097,RFdiffusion,100,0.49118
85098,RFdiffusion,100,0.31931
85099,RFdiffusion,100,0.41812
85100,RFdiffusion,100,0.4518
85101,RFdiffusion,100,0.354
85102,RFdiffusion,100,0.34635
85103,RFdiffusion,100,0.43574
85104,RFdiffusion,100,0.4874
85105,RFdiffusion,100,0.37805
85106,RFdiffusion,100,0.38307
85107,RFdiffusion,100,0.40405
85108,RFdiffusion,100,0.35034
85109,RFdiffusion,100,0.39012
85110,RFdiffusion,100,0.32228
85111,RFdiffusion,100,0.37166
85112,RFdiffusion,100,0.48012
85113,RFdiffusion,100,0.29634
85114,RFdiffusion,100,0.34855
85115,RFdiffusion,100,0.37451
85116,RFdiffusion,100,0.35317
85117,RFdiffusion,100,0.37544
85118,RFdiffusion,100,0.37094
85119,RFdiffusion,100,0.36445
85120,RFdiffusion,100,0.3354
85121,RFdiffusion,100,0.3951
85122,RFdiffusion,100,0.36809
85123,RFdiffusion,100,0.41575
85124,RFdiffusion,100,0.34928
85125,RFdiffusion,100,0.48047
85126,RFdiffusion,100,0.4836
85127,RFdiffusion,100,0.36561
85128,RFdiffusion,100,0.34565
85129,RFdiffusion,100,0.27091
85130,RFdiffusion,100,0.33887
85131,RFdiffusion,100,0.50621
85132,RFdiffusion,100,0.34777
85133,RFdiffusion,100,0.42893
85134,RFdiffusion,100,0.39527
85135,RFdiffusion,100,0.30709
85136,RFdiffusion,100,0.48679
85137,RFdiffusion,100,0.41977
85138,RFdiffusion,100,0.32524
85139,RFdiffusion,100,0.38151
85140,RFdiffusion,100,0.33181
85141,RFdiffusion,100,0.44826
85142,RFdiffusion,100,0.40141
85143,RFdiffusion,100,0.35747
85144,RFdiffusion,100,0.52841
85145,RFdiffusion,100,0.36242
85146,RFdiffusion,100,0.36966
85147,RFdiffusion,100,0.38931
85148,RFdiffusion,100,0.36227
85149,RFdiffusion,100,0.40976
85150,RFdiffusion,100,0.34746
85151,RFdiffusion,100,0.34016
85152,RFdiffusion,100,0.44114
85153,RFdiffusion,100,0.36455
85154,RFdiffusion,100,0.46922
85155,RFdiffusion,100,0.4205
85156,RFdiffusion,100,0.47964
85157,RFdiffusion,100,0.32306
85158,RFdiffusion,100,0.38075
85159,RFdiffusion,100,0.47803
85160,RFdiffusion,100,0.35818
85161,RFdiffusion,100,0.45161
85162,RFdiffusion,100,0.37594
85163,RFdiffusion,100,0.33596
85164,RFdiffusion,100,0.40693
85165,RFdiffusion,100,0.53164
85166,RFdiffusion,100,0.36932
85167,RFdiffusion,100,0.33138
85168,RFdiffusion,100,0.4176
85169,RFdiffusion,100,0.33726
85170,RFdiffusion,100,0.31811
85171,RFdiffusion,100,0.37515
85172,RFdiffusion,100,0.38682
85173,RFdiffusion,100,0.44338
85174,RFdiffusion,100,0.36692
85175,RFdiffusion,100,0.4248
85176,RFdiffusion,100,0.33815
85177,RFdiffusion,100,0.41738
85178,RFdiffusion,100,0.38652
85179,RFdiffusion,100,0.38096
85180,RFdiffusion,100,0.3826
85181,RFdiffusion,100,0.42638
85182,RFdiffusion,100,0.33869
85183,RFdiffusion,100,0.38187
85184,RFdiffusion,100,0.31998
85185,RFdiffusion,100,0.37615
85186,RFdiffusion,100,0.40566
85187,RFdiffusion,100,0.42257
85188,RFdiffusion,100,0.74429
85189,RFdiffusion,100,0.39522
85190,RFdiffusion,100,0.43709
85191,RFdiffusion,100,0.36406
85192,RFdiffusion,100,0.45447
85193,RFdiffusion,100,0.42057
85194,RFdiffusion,100,0.40149
85195,RFdiffusion,100,0.41275
85196,RFdiffusion,100,0.51824
85197,RFdiffusion,100,0.3851
85198,RFdiffusion,100,0.32778
85199,RFdiffusion,100,0.52716
85200,RFdiffusion,100,0.60108
85201,RFdiffusion,100,0.46206
85202,RFdiffusion,100,0.39194
85203,RFdiffusion,100,0.40551
85204,RFdiffusion,100,0.63705
85205,RFdiffusion,100,0.38877
85206,RFdiffusion,100,0.412
85207,RFdiffusion,100,0.39995
85208,RFdiffusion,100,0.50141
85209,RFdiffusion,100,0.40816
85210,RFdiffusion,100,0.45147
85211,RFdiffusion,100,0.46698
85212,RFdiffusion,100,0.47235
85213,RFdiffusion,100,0.56265
85214,RFdiffusion,100,0.41289
85215,RFdiffusion,100,0.45878
85216,RFdiffusion,100,0.44632
85217,RFdiffusion,100,0.30784
85218,RFdiffusion,100,0.38231
85219,RFdiffusion,100,0.38586
85220,RFdiffusion,100,0.50751
85221,RFdiffusion,100,0.61197
85222,RFdiffusion,100,0.41395
85223,RFdiffusion,100,0.34209
85224,RFdiffusion,100,0.39432
85225,RFdiffusion,100,0.52228
85226,RFdiffusion,100,0.43685
85227,RFdiffusion,100,0.33984
85228,RFdiffusion,100,0.38529
85229,RFdiffusion,100,0.53359
85230,RFdiffusion,100,0.39161
85231,RFdiffusion,100,0.50058
85232,RFdiffusion,100,0.42295
85233,RFdiffusion,100,0.45532
85234,RFdiffusion,100,0.40712
85235,RFdiffusion,100,0.45621
85236,RFdiffusion,100,0.49365
85237,RFdiffusion,100,0.3688
85238,RFdiffusion,100,0.44429
85239,RFdiffusion,100,0.45325
85240,RFdiffusion,100,0.55113
85241,RFdiffusion,100,0.44523
85242,RFdiffusion,100,0.47163
85243,RFdiffusion,100,0.35771
85244,RFdiffusion,100,0.34771
85245,RFdiffusion,100,0.39386
85246,RFdiffusion,100,0.47931
85247,RFdiffusion,100,0.41571
85248,RFdiffusion,100,0.48724
85249,RFdiffusion,100,0.41226
85250,RFdiffusion,100,0.43234
85251,RFdiffusion,100,0.3928
85252,RFdiffusion,100,0.39534
85253,RFdiffusion,100,0.48623
85254,RFdiffusion,100,0.47807
85255,RFdiffusion,100,0.40175
85256,RFdiffusion,100,0.37058
85257,RFdiffusion,100,0.39926
85258,RFdiffusion,100,0.38156
85259,RFdiffusion,100,0.34621
85260,RFdiffusion,100,0.65342
85261,RFdiffusion,100,0.55117
85262,RFdiffusion,100,0.61928
85263,RFdiffusion,100,0.49086
85264,RFdiffusion,100,0.43744
85265,RFdiffusion,100,0.34783
85266,RFdiffusion,100,0.41023
85267,RFdiffusion,100,0.39171
85268,RFdiffusion,100,0.46925
85269,RFdiffusion,100,0.59346
85270,RFdiffusion,100,0.41893
85271,RFdiffusion,100,0.3455
85272,RFdiffusion,100,0.32002
85273,RFdiffusion,100,0.30425
85274,RFdiffusion,100,0.30939
85275,RFdiffusion,100,0.33644
85276,RFdiffusion,100,0.30543
85277,RFdiffusion,100,0.35235
85278,RFdiffusion,100,0.39425
85279,RFdiffusion,100,0.34344
85280,RFdiffusion,100,0.29631
85281,RFdiffusion,100,0.30274
85282,RFdiffusion,100,0.29726
85283,RFdiffusion,100,0.34686
85284,RFdiffusion,100,0.32453
85285,RFdiffusion,100,0.49268
85286,RFdiffusion,100,0.33567
85287,RFdiffusion,100,0.42305
85288,RFdiffusion,100,0.31428
85289,RFdiffusion,100,0.36601
85290,RFdiffusion,100,0.30356
85291,RFdiffusion,100,0.38387
85292,RFdiffusion,100,0.37532
85293,RFdiffusion,100,0.30975
85294,RFdiffusion,100,0.37302
85295,RFdiffusion,100,0.32893
85296,RFdiffusion,100,0.28675
85297,RFdiffusion,100,0.31249
85298,RFdiffusion,100,0.32078
85299,RFdiffusion,100,0.32516
85300,RFdiffusion,100,0.32747
85301,RFdiffusion,100,0.3046
85302,RFdiffusion,100,0.3396
85303,RFdiffusion,100,0.33719
85304,RFdiffusion,100,0.55091
85305,RFdiffusion,100,0.30465
85306,RFdiffusion,100,0.30423
85307,RFdiffusion,100,0.32902
85308,RFdiffusion,100,0.32707
85309,RFdiffusion,100,0.30454
85310,RFdiffusion,100,0.39485
85311,RFdiffusion,100,0.38265
85312,RFdiffusion,100,0.41056
85313,RFdiffusion,100,0.30005
85314,RFdiffusion,100,0.27061
85315,RFdiffusion,100,0.26454
85316,RFdiffusion,100,0.39561
85317,RFdiffusion,100,0.36529
85318,RFdiffusion,100,0.34933
85319,RFdiffusion,100,0.33182
85320,RFdiffusion,100,0.42681
85321,RFdiffusion,100,0.33025
85322,RFdiffusion,100,0.31729
85323,RFdiffusion,100,0.31849
85324,RFdiffusion,100,0.39825
85325,RFdiffusion,100,0.28975
85326,RFdiffusion,100,0.4172
85327,RFdiffusion,100,0.30779
85328,RFdiffusion,100,0.3404
85329,RFdiffusion,100,0.31814
85330,RFdiffusion,100,0.32473
85331,RFdiffusion,100,0.33786
85332,RFdiffusion,100,0.28777
85333,RFdiffusion,100,0.31814
85334,RFdiffusion,100,0.36595
85335,RFdiffusion,100,0.38176
85336,RFdiffusion,100,0.30182
85337,RFdiffusion,100,0.33356
85338,RFdiffusion,100,0.35766
85339,RFdiffusion,100,0.31339
85340,RFdiffusion,100,0.38581
85341,RFdiffusion,100,0.29507
85342,RFdiffusion,100,0.31022
85343,RFdiffusion,100,0.35501
85344,RFdiffusion,100,0.33124
85345,RFdiffusion,100,0.30677
85346,RFdiffusion,100,0.34559
85347,RFdiffusion,100,0.33646
85348,RFdiffusion,100,0.32937
85349,RFdiffusion,100,0.32183
85350,RFdiffusion,100,0.31935
85351,RFdiffusion,100,0.34514
85352,RFdiffusion,100,0.29936
85353,RFdiffusion,100,0.31331
85354,RFdiffusion,100,0.30348
85355,RFdiffusion,100,0.32019
85356,RFdiffusion,100,0.302
85357,RFdiffusion,100,0.31676
85358,RFdiffusion,100,0.28585
85359,RFdiffusion,100,0.35834
85360,RFdiffusion,100,0.36943
85361,RFdiffusion,100,0.38651
85362,RFdiffusion,100,0.38519
85363,RFdiffusion,100,0.33711
85364,RFdiffusion,100,0.45653
85365,RFdiffusion,100,0.45944
85366,RFdiffusion,100,0.4145
85367,RFdiffusion,100,0.4506
85368,RFdiffusion,100,0.49818
85369,RFdiffusion,100,0.34487
85370,RFdiffusion,100,0.41352
85371,RFdiffusion,100,0.38888
85372,RFdiffusion,100,0.39486
85373,RFdiffusion,100,0.39277
85374,RFdiffusion,100,0.34823
85375,RFdiffusion,100,0.37861
85376,RFdiffusion,100,0.35592
85377,RFdiffusion,100,0.31577
85378,RFdiffusion,100,0.35884
85379,RFdiffusion,100,0.36136
85380,RFdiffusion,100,0.36033
85381,RFdiffusion,100,0.38468
85382,RFdiffusion,100,0.43364
85383,RFdiffusion,100,0.4303
85384,RFdiffusion,100,0.55487
85385,RFdiffusion,100,0.4169
85386,RFdiffusion,100,0.48109
85387,RFdiffusion,100,0.47897
85388,RFdiffusion,100,0.39843
85389,RFdiffusion,100,0.3393
85390,RFdiffusion,100,0.34912
85391,RFdiffusion,100,0.37882
